"number","title","pageid","namespace","length","touched"
"1016","International_Journal_of_Men's_Health","14220695","","1359","20160617165542"
"1017","International_Year_of_Sanitation","14229233","","5227","20160423133909"
"1018","Vivette_Glover","14247118","","8129","20160606003310"
"1019","Emotional_security","14249373","","8299","20160617165542"
"1020","American_Health_Line","14260518","","1875","20160606003310"
"1021","Phenol-soluble_modulin","14276878","","2128","20160606003310"
"1022","Patient_portal","14321988","","9228","20160618160017"
"1023","Escagraph","14326840","","3241","20160601025505"
"1024","Alcohol_Health_Alliance_UK","14347686","","4654","20160113103930"
"1025","Medical_Missions_for_Children","14348187","","6012","20160613180444"
"1026","Chronic_care_management","14441062","","12881","20160617165542"
"1027","Dental_public_health","14449632","","7807","20160612140740"
"1028","Women_in_medicine","14457458","","59880","20160618134744"
"1029","Eradication_of_infectious_diseases","14499186","","48794","20160606003310"
"1030","Health_Sciences_Descriptors","14499993","","3265","20160525100006"
"1031","Chief_Dental_Officer_(England)","14530703","","4387","20160606003310"
"1032","Tele-epidemiology","14544789","","6977","20151020121923"
"1033","Imaging_informatics","14611016","","4295","20160612140740"
"1034","Piskacek's_sign","14655632","","1169","20160605070245"
"1035","Terrence_Real","14727976","","1379","20160617165542"
"1036","Unwarranted_variation","14753861","","14211","20160420222453"
"1037","Climacteric_(human)","14756056","","1279","20160606003310"
"1038","Environmental_toxicology","14756059","","12013","20160611111822"
"1039","Geography_of_food","14778022","","13175","20160607101928"
"1040","Tall_Man_lettering","14809768","","3243","20160606003310"
"1041","Mental_health_first_aid","14860845","","14813","20160606003310"
"1042","Mental_health_literacy","14885874","","6961","20160605140421"
"1043","Doppler_fetal_monitor","14993731","","10588","20160606003310"
"1044","Youth_health","15037222","","9672","20160616222956"
"1045","Alpha-GPC","15057209","","6641","20160618095117"
"1046","Dyson_Airblade","15063531","","9475","20160616221101"
"1047","Computerized_neuropsychological_assessment","15183839","","3062","20160606003310"
"1048","Authority_Nutrition","15183857","","4270","20160617165542"
"1049","Shelf_(organization)","15216683","","4870","20160617165542"
"1050","Center_for_Telehealth_and_E-Health_Law","15236927","","3603","20160617165542"
"1051","Study_on_Global_Ageing_and_Adult_Health","15249404","","14956","20160113065107"
"1052","Equalization_pool","15282066","","5849","20160512153044"
"1053","Risk_equalization","15336425","","7496","20151216143308"
"1054","VistA_Web","15364796","","6635","20160606003310"
"1055","Belgian_Health_Telematics_Commission","15396926","","2038","20160112210420"
"1056","European_Health_Telematics_Observatory","15397511","","1571","20151129155346"
"1057","Quality_of_working_life","15398359","","19537","20160617072137"
"1058","FLOW_(Belgium)","15411156","","891","20160526130603"
"1059","BeHealth","15412003","","795","20160526130603"
"1060","Progress_note","15413745","","4456","20160606003310"
"1061","Reproductive_justice","15422486","","39864","20160618105152"
"1062","Determination","15427543","","14078","20160611024700"
"1063","Holozoic_nutrition","15430615","","2234","20160606003310"
"1064","Health_2.0","15467255","","20523","20160614064110"
"1065","Philosophy_of_healthcare","15475369","","30948","20160616222956"
"1066","Contamination_control","15515870","","10358","20160512153044"
"1067","Nutec","15517793","","408","20160526130603"
"1068","HINARI","15524018","","7286","20160619162006"
"1069","UNESCO_Chair_in_Telemedicine","15536273","","5116","20160617165542"
"1070","Protective_sequestration","15554795","","3689","20160323011547"
"1071","Helicopter_Underwater_Escape_Training","15561700","","3417","20160606003310"
"1072","Carers_rights_movement","15585811","","31154","20160606003310"
"1073","Occupational_Safety_and_Health_Professional_Day","15609570","","2508","20150515143601"
"1074","Ferguson_reflex","15641117","","3638","20160603174351"
"1075","Pharmaceutical_care","15687473","","2557","20160526130603"
"1076","Safety_Jackpot","15695615","","1389","20160617165542"
"1077","International_health","15729059","","12227","20150918162554"
"1078","Chelates_in_animal_nutrition","15807148","","13810","20160616221101"
"1079","Indices_of_deprivation_2007","15826073","","2233","20160105133349"
"1080","Exposure_action_value","15865418","","4897","20160112235721"
"1081","Patient_registration","15892139","","9195","20160120080146"
"1082","Water,_Sanitation_and_Hygiene_Monitoring_Program","15928614","","8638","20150908171832"
"1083","Bone_segment_navigation","15945431","","5928","20151231090910"
"1084","Computer-assisted_surgery","15945619","","18546","20160606003310"
"1085","Healthcare_in_Algeria","15975602","","6347","20160606003310"
"1086","Integrated_delivery_system","15979759","","1375","20160606003310"
"1087","Health_in_Malaysia","15985948","","1178","20160611151041"
"1088","Nutrition_transition","16063653","","31010","20160614134241"
"1089","Sleeping_while_on_duty","16123532","","11987","20160614071819"
"1090","Modified_Rankin_Scale","16165197","","5935","20160606003310"
"1091","Hypokinetic_diseases","16206145","","835","20160612140740"
"1092","Stereolithography_(medicine)","16233913","","5574","20160617165542"
"1093","Surgical_planning","16234885","","5777","20160319125622"
"1094","Guideline_Daily_Amount","16235048","","3709","20160606003310"
"1095","Fee_splitting","16344646","","6004","20151208050406"
"1096","Acute_(medicine)","16453539","","6192","20160606003310"
"1097","Health_fair","16489629","","5511","20160609185724"
"1098","SF-36","16494995","","5123","20160606003310"
"1099","Robens_Report","16525735","","209","20160607052248"
"1100","Health_in_Singapore","16541350","","1330","20160611151053"
"1101","ACT_College","16541689","","3293","20160617165542"
"1102","Regulation_and_prevalence_of_homeopathy","16562840","","57085","20160613191307"
"1103","Accrediting_Bureau_of_Health_Education_Schools","16701731","","2376","20160606003310"
"1104","America's_Health_Care_Crisis_Solved","16722213","","1766","20160617165542"
"1105","Participatory_medicine","16833230","","9393","20160606003310"
"1106","Overseas_Hibakusha_Case","16839819","","13054","20160513233444"
"1107","Demographic_and_Health_Surveys","16872890","","9507","20160606003310"
"1108","Medical_Officer_for_Health","16908870","","7133","20160616221101"
"1109","PIMEX","16940761","","5175","20150123225618"
"1110","Comcare","16960579","","3719","20160606003310"
"1111","Inequality_in_disease","16977000","","12699","20160606003310"
"1112","Angiostrongylus_cantonensis","17048535","","23414","20160617165542"
"1113","Indicative_limit_value","17094565","","4238","20160606003310"
"1114","Economic_impact_of_HIV/AIDS","17165444","","10526","20160606003310"
"1115","Dry_heat_sterilization","17199168","","2995","20160616221101"
"1116","Nutritional_anthropology","17200325","","49959","20160617165542"
"1117","World_Malaria_Day","17245754","","10780","20160527133647"
"1118","Anthoxanthin","17275317","","1482","20160612140740"
"1119","Exclusive_provider_organization","17309207","","3038","20160606003310"
"1120","Tyndallization","17317254","","2906","20160606003310"
"1121","Finger_bowl","17468235","","4043","20160606003310"
"1122","The_Heart_Truth","17475776","","8421","20160606003310"
"1123","Basic_Occupational_Health_Services","17573654","","8185","20160416202552"
"1124","Pesticide_formulation","17577602","","3499","20160612140740"
"1125","Economic_epidemiology","17601160","","15610","20160606003310"
"1126","European_Sleep_Apnea_Database","17625193","","18528","20160617165542"
"1127","Adventist_Health_Studies","17700269","","10305","20160606003310"
"1128","Anti-tobacco_movement_in_Nazi_Germany","17716336","","36613","20160619191954"
"1129","Users'_Guides_to_the_Medical_Literature","17719645","","16262","20160617165542"
"1130","Donald_Hunter_(physician)","17746102","","2978","20160617165542"
"1131","Women_&_Health","17792367","","1776","20160617165542"
"1132","Anterior_shoulder","17967022","","1196","20160610205709"
"1133","Position_(obstetrics)","17968101","","3790","20160612005809"
"1134","Presentation_(obstetrics)","17968317","","5005","20160612010410"
"1135","Posterior_shoulder","17968723","","1211","20160612005945"
"1136","Safeguard_(magazine)","18018626","","2675","20160617165542"
"1137","Decontamination","18022644","","2299","20160523095939"
"1138","Nutritional_gatekeeper","18023995","","9081","20140724153951"
"1139","Health_in_Turkey","18053423","","3651","20160606003310"
"1140","Occupational_health_psychology","18079605","","60319","20160618210751"
"1141","USDA_National_Nutrient_Database","18132527","","1920","20160606003310"
"1142","Disease_registry","18137793","","12051","20160606003310"
"1143","Unnatural_Causes:_Is_Inequality_Making_Us_Sick?","18167864","","12307","20160419230615"
"1144","Sterilant_gas_monitoring","18250963","","5294","20160617165542"
"1145","MHealth","18254411","","50715","20160606063719"
"1146","American_Medical_Informatics_Association","18268330","","4249","20160617165542"
"1147","Roemer's_law","18316053","","3743","20160606003310"
"1148","Prenatal_stress","18333977","","14132","20160606003310"
"1149","Neti_(Hatha_Yoga)","18364114","","2770","20160616221101"
"1150","Testicular_disease","18369224","","2658","20160527172228"
"1151","Nursing","18403271","","89027","20160618134414"
"1152","Student_Doctor_Network","18423387","","3659","20160618193040"
"1153","Christopher_Smart's_asylum_confinement","18469573","","41399","20160606003310"
"1154","Factories_Act_(Northern_Ireland)_1965","18474906","","238","20141216053706"
"1155","Health_hazards_in_semiconductor_manufacturing_occupations","18483642","","2336","20160606003310"
"1156","Falling_(accident)","18498968","","13750","20160608094841"
"1157","Compression_of_morbidity","18504221","","3442","20160606003310"
"1158","Advanced_Life_Support_in_Obstetrics","18534749","","2579","20160611111822"
"1159","Hopkins_Center_for_Health_Disparities_Solutions","18542672","","13485","20150905064230"
"1160","Michael_Jackson's_health_and_appearance","18546298","","55708","20160611111822"
"1161","Benzene","18582186","","71774","20160619152110"
"1162","Mercury_(element)","18617142","","85291","20160617165542"
"1163","Health_Administration_Informatics","18637552","","6368","20160427063452"
"1164","Antinutrient","18638007","","8888","20160606003310"
"1165","Malnutrition–inflammation_complex","18675046","","738","20160617165542"
"1166","Wound_licking","18722789","","34769","20160618050628"
"1167","Animal_nutrition","18761393","","35892","20160606003310"
"1168","Isolation_(health_care)","18766553","","11165","20160606003310"
"1169","Academic_health_science_centre","18769343","","11028","20160606003310"
"1170","B._Ekbal","18792275","","4656","20160606003310"
"1171","Toothcomb","18802137","","39213","20160616221101"
"1172","Effects_of_nuclear_explosions_on_human_health","18806728","","21113","20160617132258"
"1173","New_Space_for_Women's_Health","18814950","","5709","20160617165542"
"1174","Erection","18834674","","21847","20160617165542"
"1175","Cervical_mucus_plug","18839572","","2175","20160606003310"
"1176","Workplace_safety_and_health_in_Singapore","18840715","","6263","20160612140740"
"1177","Semen","18842168","","33428","20160617165542"
"1178","ExtenZe","18899752","","10362","20160606003310"
"1179","NHS_Direct_Wales","18960908","","5074","20160606003310"
"1180","Psychiatry","18973869","","66889","20160618235334"
"1181","Birth_control","18978770","","107475","20160617165542"
"1182","Sexually_transmitted_infection","19019270","","68274","20160617125711"
"1183","John_E._Fogarty_International_Center","19025629","","2778","20160612140740"
"1184","Health_and_safety_law","19041444","","6338","20151208134013"
"1185","Migrant_health","19064373","","41617","20160617165542"
"1186","Samuel_Johnson's_health","19068774","","22692","20160606003310"
"1187","Teledermatology","19076796","","14163","20160420222453"
"1188","Nutriomics","19142174","","434","20160526130603"
"1189","Moron_(psychology)","19156517","","3123","20160607091419"
"1190","Risk_Information_Exchange","19160299","","7346","20160617165542"
"1191","Disability_etiquette","19169866","","3617","20160617165542"
"1192","Douche","19196455","","10696","20160617092013"
"1193","Patient_lift","19248790","","2940","20160606003310"
"1194","Under_Our_Skin","19282469","","9848","20160617165542"
"1195","CAP-e","19291858","","3019","20160606003310"
"1196","List_of_Hatzolah_chapters","19308446","","29515","20160606003310"
"1197","Rome_Consensus_for_a_Humanitarian_Drug_Policy","19329936","","10083","20160618173424"
"1198","Bovine_spongiform_encephalopathy","19344418","","54281","20160617165542"
"1199","Breastfeeding","19347033","","101840","20160617165542"
"1200","Private_healthcare","19421270","","3983","20160617165542"
"1201","Prevention_through_design","19454783","","5108","20160606001544"
"1202","Mentalism_(discrimination)","19464350","","36947","20160612042019"
"1203","Worldwide_Day_of_Play","19493287","","5192","20160619180914"
"1204","Problem-Oriented_Medical_Information_System","19523653","","998","20160612140740"
"1205","Hysterectomy_Educational_Resources_and_Services_(HERS)_Foundation","19542145","","8109","20160125043759"
"1206","American_Society_for_Parenteral_and_Enteral_Nutrition","19556816","","1819","20160606003310"
"1207","Stroke_Belt","19566434","","15556","20160606003310"
"1208","Global_Handwashing_Day","19574596","","13494","20160606003310"
"1209","Midwifery_in_Maya_society","19582381","","9359","20160606003310"
"1210","Debunkify","19639356","","1778","20160612192119"
"1211","Borderline_intellectual_functioning","19650680","","2833","20160618210751"
"1212","Fake_food","19653203","","6688","20160619162006"
"1213","Pakistan_Medical_Research_Council","19662020","","1023","20160612140740"
"1214","Electronic_prescribing","19686742","","29063","20160606003310"
"1215","Testicular_sarcoidosis","19717591","","5848","20160606003310"
"1216","Legatum_Prosperity_Index","19769814","","19829","20160612140740"
"1217","IPP-SHR","19771103","","2188","20160617165542"
"1218","Free-market_healthcare","19794535","","3118","20160616143749"
"1219","Mexican_paradox","19870248","","3652","20160606003310"
"1220","Defensible_space_(fire_control)","19873073","","7970","20160606003310"
"1221","Supplier-induced_demand","19970913","","39403","20160606003310"
"1222","Environmental_control_device","20004646","","1457","20150226184527"
"1223","List_of_countries_by_ecological_footprint","20009077","","10260","20160618173424"
"1224","Seoul_Declaration_on_Safety_and_Health_at_Work","20016116","","4881","20160606001544"
"1225","List_of_foods_by_protein_content","20033448","","3444","20160606003310"
"1226","Health_informatics_in_China","20049505","","44068","20160617165542"
"1227","Metabolic_advantage","20089405","","2637","20160606003310"
"1228","Daybreak_in_Udi","20113608","","5626","20160617165542"
"1229","Kashinhou","20227013","","3487","20160612140740"
"1230","Nosokinetics","20251567","","2954","20160522095059"
"1231","Second_opinion","20265583","","5012","20160606003310"
"1232","Intravaginal_ejaculation_latency_time","20293606","","5086","20160612172158"
"1233","Harris–Benedict_equation","20304049","","5003","20160606003310"
"1234","Healthy_Life_Years","20392665","","7089","20160614071941"
"1235","Global_Library_of_Women's_Medicine","20408586","","2114","20160606003310"
"1236","Pointing_and_calling","20416105","","3018","20160606003310"
"1237","Jenny_Is_a_Good_Thing","20479854","","2499","20160617165542"
"1238","Disease_in_colonial_America","20500045","","18830","20160616221101"
"1239","Women's_medicine_in_antiquity","20517149","","25289","20160606003310"
"1240","Ejaculation","20611030","","34440","20160616221101"
"1241","Connected_health","20633370","","17773","20160606003310"
"1242","Virtual_Radiology_Network","20646831","","1343","20160617165542"
"1243","Health_management_system","20744016","","22107","20160606003310"
"1244","BodyLove","20761982","","10211","20160619162006"
"1245","Early_intervention_in_psychosis","20769394","","29291","20160616222956"
"1246","Left_without_being_seen","20771501","","1442","20160606003310"
"1247","Sexually_induced_sneezing","20776421","","4037","20160606003310"
"1248","Shoulder_presentation","20777623","","7621","20160606003310"
"1249","Condomman.com","20803135","","2688","20160617165542"
"1250","Cephalic_presentation","20811415","","12107","20160606003310"
"1251","Sifa","20830372","","3307","20160606003310"
"1252","Code_of_safe_working_practices","20902512","","657","20160526130603"
"1253","Translational_research_informatics","20928420","","3967","20160526130603"
"1254","Counterfeit_medications","20949181","","24500","20160616222956"
"1255","Body_grooming","20975422","","7397","20160617165542"
"1256","Chronic_Fatigue_Syndrome_Advisory_Committee","20986972","","2316","20160606003310"
"1257","Psychiatric_interview","20993429","","3198","20160611111822"
"1258","Spray-and-vac_cleaning","20995534","","5371","20151120083148"
"1259","Health_communication","21021107","","36763","20160616222956"
"1260","Maternal_near_miss","21035619","","9386","20160606003310"
"1261","Topical_tobacco_paste","21037919","","1058","20160606003310"
"1262","Period_of_viability","21039972","","1044","20160617165542"
"1263","LOMAK","21067900","","7057","20160606003310"
"1264","Unintended_pregnancy","21071926","","49286","20160616221101"
"1265","Dietary_Reference_Values","21199616","","7383","20160606003310"
"1266","Health_Insurance_Institute_of_Slovenia","21212648","","2660","20160617165542"
"1267","Healthcare_in_Ukraine","21249078","","1639","20160610121603"
"1268","Robert_Koch_Institute","21272973","","3213","20160617165542"
"1269","NIOSH_Education_and_Research_Centers","21359685","","5101","20160416211315"
"1270","Global_road_safety_for_workers","21383023","","9799","20150629100109"
"1271","Spectrum_Youth_and_Family_Services","21388276","","3468","20160617165542"
"1272","Public_health_problems_in_the_Aral_Sea_region","21416273","","8094","20160617165542"
"1273","Asbestos","21492663","","133386","20160617165542"
"1274","Splanchnology","21520774","","2589","20151022042815"
"1275","Musica_Humana_Research","21522783","","2060","20151125122433"
"1276","Bidet_shower","21545039","","4264","20160613174116"
"1277","Functional_diversity_(disability)","21620588","","2270","20160612140740"
"1278","Delayed_pressure_urticaria","21625730","","1391","20160526130603"
"1279","Intelligent_medical_search_engine","21671336","","2941","20160617165542"
"1280","Occupational_fatality","21689547","","10398","20160612042019"
"1281","PMPM","21699936","","381","20160518135805"
"1282","Community-based_rehabilitation","21718877","","5746","20160612140740"
"1283","Samuel_Stockhausen","21742243","","3892","20160617165542"
"1284","Health_care_in_Cyprus","21756530","","3643","20160617165542"
"1285","PatientPak","21788291","","15173","20160617165542"
"1286","Postorgasmic_illness_syndrome","21866643","","22314","20160616003757"
"1287","Veillonella_parvula","21896946","","2272","20160612224258"
"1288","SENSOR-Pesticides","21929114","","35675","20160606003310"
"1289","Food_history","21955305","","5511","20160612140740"
"1290","Medical_escort","21959823","","4096","20160617165542"
"1291","Hunting_reaction","21964979","","3059","20160606003310"
"1292","Prevotella_intermedia","22007213","","1933","20160606003310"
"1293","Specific_appetite","22025300","","7984","20160606003310"
"1294","WiRED_International","22026126","","11416","20160613211352"
"1295","Mental_disorders_diagnosed_in_childhood","22081794","","34489","20160617165542"
"1296","Perineometer","22083147","","2517","20160606003310"
"1297","Parental_obesity","22121463","","10131","20160616222956"
"1298","Quality_of_life_(healthcare)","22140663","","19897","20160616221101"
"1299","Tobacco_control","22145250","","15397","20160619162006"
"1300","GIS_and_public_health","22180696","","12228","20160308184311"
"1301","Genetic_admixture","22249817","","5975","20160614071941"
"1302","List_of_abbreviations_for_diseases_and_disorders","22258844","","20888","20160606003310"
"1303","Ladin's_sign","22283120","","949","20160526130603"
"1304","Tannerella_forsythia","22287305","","3772","20160612224258"
"1305","CEN/CENELEC_Guide_6","22319807","","21182","20160606003310"
"1306","Mary_Uprichard","22326347","","1936","20160617165542"
"1307","Biological_psychopathology","22347001","","5167","20150723180229"
"1308","Mozart_and_smallpox","22373489","","14220","20160513094356"
"1309","Von_Braun-Fernwald's_sign","22391154","","992","20160526130603"
"1310","Patient_intelligence","22405291","","3912","20160617165542"
"1311","Holoendemic","22480098","","2421","20160606003310"
"1312","Depression_in_childhood_and_adolescence","22481627","","29376","20160606003310"
"1313","Camping_food","22536920","","10992","20160612140740"
"1314","Self-report_sexual_risk_behaviors","22575147","","7127","20160606003310"
"1315","Well-being","22578538","","22567","20160615125227"
"1316","2009_flu_pandemic_timeline","22584367","","238315","20160618173424"
"1317","International_Vaccine_Institute","22613352","","16387","20160218220607"
"1318","Postural_Integration","22644862","","7344","20160614025138"
"1319","Occupational_burnout","22672118","","32035","20160620011124"
"1320","Healthcare_Information_For_All","22678724","","10055","20160617165542"
"1321","Wrongful_birth","22710064","","15548","20160617165542"
"1322","Workplace_revenge","22712082","","8565","20160512153044"
"1323","Occupational_stress","22720886","","48896","20160612042019"
"1324","Comparative_effectiveness_research","22779216","","6396","20160608051340"
"1325","Social_franchising","22806368","","22457","20160611123610"
"1326","Wellbeing_of_Women","22836947","","10554","20160617165542"
"1327","Institutional_syndrome","22862133","","8570","20160607140613"
"1328","Physical_hazard","22920767","","10436","20160613191558"
"1329","Energy_Employees_Occupational_Illness_Compensation_Program","22987992","","7303","20160606003310"
"1330","Childbirth_Connection","23023269","","5583","20160614062735"
"1331","Braille_literacy","23029465","","18322","20160617165542"
"1332","Quantitative_risk_assessment_software","23094450","","7736","20160105143655"
"1333","Global_Forum_for_Health_Research","23100954","","3945","20160606003310"
"1334","Stop_Hunger_Now","23151656","","5073","20160617165542"
"1335","Institute_for_Healthcare_Advancement","23174612","","4426","20160404055916"
"1336","Sugary_drinks_tax","23184143","","52516","20160619150048"
"1337","Environmental_disease","23198334","","7211","20160616222956"
"1338","Intake_fraction","23243905","","4330","20160427063452"
"1339","Acquired_characteristic","23251776","","44336","20160619162006"
"1340","List_of_current_youth_hearing_conservation_programs","23281432","","1420","20160428205551"
"1341","Wireless_Medical_Telemetry_Service","23291018","","5493","20160606003310"
"1342","Food_and_sexuality","23328162","","6051","20160606003310"
"1343","Mass_drug_administration","23339740","","38376","20160606003310"
"1344","HealthyWomen","23358105","","1787","20160526130603"
"1345","Examinetics","23397359","","18881","20160617165542"
"1346","Center_for_Public_Health_Preparedness","23443713","","4976","20160607052647"
"1347","Case_management_(mental_health)","23461423","","10083","20160606003310"
"1348","Lone_worker_monitoring","23463344","","3032","20160613140048"
"1349","World_Health_Imaging,_Telemedicine,_and_Informatics_Alliance","23486603","","8581","20160617165542"
"1350","Early_postnatal_hospital_discharge","23489489","","5912","20160606003310"
"1351","Functional_disorder","23504904","","1514","20160606003310"
"1352","Ohio_State_University_Health_Sciences_Center_for_Global_Health","23527766","","7233","20160619195024"
"1353","New_Century_Health","23543150","","4680","20160617165542"
"1354","DynaVox","23562920","","10139","20160617165542"
"1355","Breastfeeding_promotion","23589722","","51217","20160616221101"
"1356","Distance_Learning_and_Telemedicine_Grant_and_Loan_Program","23599849","","1201","20160427063452"
"1357","Bioanalysis","23604382","","5749","20160607152726"
"1358","Energy_homeostasis","23613099","","6493","20160616222956"
"1359","World_Association_for_Sexual_Health","23615651","","16626","20160612140740"
"1360","Ochs_v._Commissioner","23628098","","6027","20160427063452"
"1361","Antibiotic_misuse","23640750","","19959","20160606003310"
"1362","List_of_food_contamination_incidents","23666772","","42077","20160612234758"
"1363","List_of_medicine_contamination_incidents","23667138","","8441","20160619102835"
"1364","African_Journal_for_Physical,_Health_Education,_Recreation_and_Dance","23702238","","1256","20160617165542"
"1365","Capitation_(healthcare)","23804755","","9554","20160617165542"
"1366","National_Institute_of_Nutrition,_Hyderabad","23810211","","18912","20160611213644"
"1367","Mandated_choice","23811783","","3475","20151020200127"
"1368","List_of_countries_by_total_health_expenditure_per_capita","23828717","","20747","20160618205540"
"1369","Body_hygiene_kit","23889410","","5436","20160617165542"
"1370","Sex_after_pregnancy","23890494","","18596","20160606003310"
"1371","SAID_principle","23910742","","1112","20160526130603"
"1372","Alexandria_Regional_Center_for_Women's_Health_and_Development","23917483","","2406","20160617165542"
"1373","International_Health_Partnership","23927971","","10847","20160606003310"
"1374","Sertoli_cell_nodule","23964266","","2574","20160606003310"
"1375","Physician_supply","23985799","","28682","20160606003310"
"1376","Death_panel","23991073","","80205","20160609193457"
"1377","Airborne_disease","24016510","","12926","20160609060659"
"1378","Public_Health_(London)_Act_1891","24075024","","980","20160526130603"
"1379","Suicide_among_LGBT_youth","24083495","","36208","20160617203333"
"1380","World_Health_Organization_ranking_of_health_systems_in_2000","24088175","","15460","20160618173424"
"1381","Spiritual_crisis","24090930","","8598","20160606003310"
"1382","EHealth_Ontario","24119474","","8883","20160614194459"
"1383","Alliance_for_Healthy_Cities","24173634","","8783","20160606003310"
"1384","Work_improvement_in_small_enterprises","24209131","","3830","20160606003310"
"1385","PIACT","24209644","","2104","20160606003310"
"1386","Behavioral_health_outcomes_management","24211521","","21722","20140606225348"
"1387","List_of_accredited_respiratory_therapist_programs","24217569","","25750","20160229173641"
"1388","Quality_use_of_medicines","24217648","","4436","20160106234830"
"1389","Radiation_dose_reconstruction","24221912","","12848","20151020121923"
"1390","Kazutaka_Kogi","24223801","","2457","20160617165542"
"1391","Cost-shifting","24261571","","2665","20160606003310"
"1392","Nutrition_analysis","24301504","","3932","20160617080506"
"1393","Novus_International","24336621","","5744","20160617165542"
"1394","Commission_on_Accreditation_of_Allied_Health_Education_Programs","24341071","","5637","20160612140740"
"1395","Health_in_Hungary","24350662","","8025","20160606003310"
"1396","WHO_collaborating_centres_in_occupational_health","24353287","","4667","20140521203940"
"1397","Pre-existing_condition","24355242","","23874","20160614070648"
"1398","Self-perceived_quality-of-life_scale","24410331","","18576","20160611111822"
"1399","Lift_table_bellows","24434959","","1898","20160612140740"
"1400","Maternal_Health_Task_Force","24458855","","4171","20160617165542"
"1401","Dirt","24494046","","6990","20160606003310"
"1402","Health_care_rationing","24540380","","4039","20160606003310"
"1403","M._Rony_Francois","24600566","","3074","20160617165542"
"1404","Trauma_Systems_Therapy","24632279","","12326","20160613223049"
"1405","Conselho_Federal_de_Medicina","24654365","","2228","20140826235950"
"1406","Medical_and_mental_health_of_Abraham_Lincoln","24665596","","19034","20160606003310"
"1407","Canadian_health_claims","24707867","","48621","20160606003310"
"1408","Outline_of_smoking","24714189","","1094","20151112215118"
"1409","Institut_Lillois_d'Ingénierie_de_la_Santé","24753818","","9416","20160617165542"
"1410","Perineal_tear","24754204","","10420","20160619052119"
"1411","Historical_trauma","24764596","","4678","20160612224522"
"1412","John_Maubray","24778804","","2549","20160617165542"
"1413","Fomite","24808275","","4978","20160608133903"
"1414","Cryptogenic_disease","24849403","","1974","20160606003310"
"1415","Collaborative_Care","24889591","","1494","20160526130603"
"1416","Domestic_medicine","24909807","","2685","20160614071941"
"1417","Rede_São_Paulo_Saudável","24914531","","5010","20160612140740"
"1418","Alliesthesia","24917445","","4362","20160606003310"
"1419","Decision_aids","24934154","","6348","20160616221101"
"1420","Centro_de_Formação_e_Desenvolvimento_dos_Trabalhadores_da_Saúde_de_São_Paulo","24934874","","2545","20150826022215"
"1421","Community_health_agent","24935536","","3888","20140117071707"
"1422","Toilet_seat_cover","24941996","","3747","20160613174116"
"1423","Cleansing_pad","24971228","","136","20160529215739"
"1424","Sex_Roles_(journal)","25010568","","3603","20160617165542"
"1425","Integrated_care","25043987","","6183","20160606003310"
"1426","Design_for_All_(in_ICT)","25066324","","33742","20160604161456"
"1427","Disability_discount","25069161","","83","20160614202041"
"1428","Effects_of_sleep_deprivation_on_cognitive_performance","25096340","","46338","20160618210751"
"1429","John_Burns_(surgeon)","25099895","","2597","20160617165542"
"1430","Verified-Accredited_Wholesale_Distributors","25102831","","1533","20160612140740"
"1431","Health_care_in_Antigua_and_Barbuda","25125448","","1405","20160612140740"
"1432","Medical_genetics_of_Jews","25137267","","38152","20160606003310"
"1433","Clinical_Systems_and_Networks","25168936","","6432","20160502172703"
"1434","Bioinitiative_Report","25180841","","14765","20160606003310"
"1435","Chesapeake_Regional_Information_System_for_our_Patients","25211611","","5176","20160617165542"
"1436","Music-specific_disorders","25213736","","11437","20160512153044"
"1437","Patient_opinion_leader","25231204","","13296","20160617165542"
"1438","Functional_beverage","25249846","","17353","20160427063452"
"1439","IS_PATH_WARM?","25281906","","10560","20160609224219"
"1440","Self-injury_Awareness_Day","25314864","","1643","20160606003310"
"1441","Anti-aging_movement","25324226","","16314","20160609203802"
"1442","Sexual_activity_during_pregnancy","25328407","","4999","20160606003310"
"1443","Incidents_involving_ricin","25345991","","34383","20160612140740"
"1444","Social_construction_of_schizophrenia","25358361","","44525","20160606003310"
"1445","Uni_Health","25384450","","1406","20150904110756"
"1446","Disability_benefits","25386783","","1326","20160612140740"
"1447","List_of_health_deities","25441942","","8904","20160618173803"
"1448","STDs_in_the_porn_industry","25467671","","29599","20160611111822"
"1449","Smoking_bans_in_private_vehicles","25522821","","12830","20160606191601"
"1450","Health_effects_of_radon","25533720","","77853","20160616221101"
"1451","Project_Gaia","25541329","","51305","20160606003310"
"1452","Cost_per_procedure","25549806","","634","20160606003310"
"1453","Drinking_water_quality_standards","25610874","","13766","20160616221101"
"1454","Robert_E._Howard's_health","25614856","","15707","20160606003310"
"1455","Derived_no-effect_level","25625062","","794","20160612140740"
"1456","Short-arm_inspection","25627238","","2351","20160606003310"
"1457","Online_patient_education","25627242","","4083","20160427063452"
"1458","Health_effects_of_sunlight_exposure","25669714","","23197","20160610154448"
"1459","Monthly_nurse","25678466","","6218","20160617165542"
"1460","Automated_ECG_interpretation","25678949","","7273","20151212163453"
"1461","Disability_abuse","25714482","","13648","20160616221101"
"1462","Medical_nutrition_therapy","25734471","","3343","20160611111822"
"1463","Commission_on_Accreditation_for_Health_Informatics_and_Information_Management_Education","25736706","","1155","20160607052752"
"1464","Tradable_smoking_pollution_permits","25737347","","4888","20160427063452"
"1465","Short-term_exposure_limit","25792395","","2468","20151228144151"
